Left_Elbow_X,Left_Elbow_Y,BICEPS_NonAffected_upper,BICEPS_NonAffected_lower
0.58983266,0.07125362,0.508326267007557,1.6566828512813565e-05
0.58940244,0.07146801,0.5103521415154648,5.201305734724405e-06
0.5875519,0.07218442,0.5065847520537428,0.0018718310544568
0.58760315,0.07221941,0.5100074288575837,0.0021806971447084
0.587217,0.07144603,0.5101416752988205,0.0006337285128129
0.58814037,0.072332546,0.5099368669183292,0.0002337819502204
0.5873615,0.06723125,0.509914197427455,-0.0007787182186117
0.5958938,0.060751293,0.5062273784086995,0.0028956184124069
0.61299044,0.052396767,0.5076251680149276,0.0021540627780674
0.6305032,0.028796759,0.512683284400984,-0.0047705676785271
0.6323681,0.017655194,0.5106925611597974,-0.0014700438457893
0.6759451,-0.0013821501,0.515041134374463,-0.0111898735192129
0.7078897,-0.02445476,0.5202600914451728,-0.0194534271259009
0.7199437,-0.061266992,0.5210300518201413,-0.0226656427609452
0.72895,-0.06722284,0.5209828684017457,-0.0306165069205875
0.8021543,-0.09062181,0.5264703357921153,-0.0354698228003257
0.84858775,-0.13010733,0.5280546497485452,-0.044061263153611
0.8808844,-0.16053918,0.5311286110836404,-0.0468538981946656
0.7925515,-0.3159989,0.533555957016323,-0.0472473087740837
0.81932026,-0.35853398,0.5322217816971034,-0.0496763327260634
0.80996716,-0.38885528,0.5338843065872857,-0.0523713933597378
0.8812615,-0.43526095,0.5344032900765464,-0.0454401292824744
0.9369271,-0.45380592,0.5360531963977112,-0.0476207853306139
0.9196302,-0.46012467,0.5371099345473742,-0.0566906783599128
0.90116787,-0.5199186,0.5422803414485405,-0.0772410432891156
0.88155425,-0.5413573,0.5463359072308771,-0.0842021516015459
0.9110505,-0.5732542,0.5536566875933339,-0.0928156199680497
0.91330093,-0.59511733,0.5607368534403793,-0.1081185040976118
0.8828895,-0.56471103,0.5677255439136016,-0.1200521045499632
0.84147054,-0.59368914,0.5740950131750711,-0.1340617934055879
0.817267,-0.5582164,0.5857553217670516,-0.1476295353231223
0.7990238,-0.54724115,0.5878337598412754,-0.1587295597284962
0.7884758,-0.5441782,0.5947994478721943,-0.1748570471144313
0.78801775,-0.54955876,0.5992055428637043,-0.1814216901617683
0.7871758,-0.55084854,0.5988406770922251,-0.1821463748467425
0.7856014,-0.5517283,0.5947469520460904,-0.1860367850035681
0.7878736,-0.55050015,0.598773823531393,-0.1821184218376997
0.79448974,-0.5539069,0.5937661039989705,-0.1722516434736206
0.79810643,-0.55633277,0.587731843474729,-0.1534724882682831
0.7999348,-0.55886924,0.574727037786727,-0.1366310098774275
0.8029291,-0.56202424,0.5674474572497026,-0.1209199316642392
0.80718285,-0.5648807,0.5605261712204903,-0.1008507767897288
0.8145836,-0.568541,0.5535075448489452,-0.0818266347993641
0.82004124,-0.57118857,0.5412686119476807,-0.0744632286522747
0.8237349,-0.5731662,0.5471172613453433,-0.067571736308189
0.82519895,-0.5745213,0.5411598332631985,-0.0609177344471244
0.8271755,-0.5757763,0.5360308678975501,-0.0452981369399329
0.82851195,-0.5760436,0.5312274153661544,-0.0416750313687967
0.83071715,-0.5765644,0.5303569071434374,-0.0396069813087371
0.8335642,-0.57746834,0.526562197798425,-0.0355630943419299
0.835387,-0.5778666,0.5291888376068524,-0.0312995157671803
0.8365013,-0.578922,0.5310601181914203,-0.0320852530482983
0.8368827,-0.5794419,0.5252780323617727,-0.0347142241269997
0.83386,-0.57850087,0.5250256856754083,-0.0343006692863368
0.83423764,-0.5749467,0.5263246098278483,-0.0362184836752007
0.8345176,-0.5733213,0.5270876228076948,-0.0358929123731573
0.8342774,-0.5725511,0.5273645305305135,-0.0357874339796317
0.8333931,-0.5707574,0.5255147425553361,-0.0345056507541217
0.8334589,-0.5692388,0.5255344934565398,-0.0328702536718435
0.85057485,-0.5700855,0.5224032453828227,-0.0268123663089217
0.8503878,-0.56615883,0.5255167284913548,-0.0292541521265319
0.8361431,-0.56160647,0.5285129515893404,-0.0361661144915844
0.83632493,-0.56116575,0.532104339330401,-0.039646358968428
0.8350838,-0.56041837,0.5349615155931232,-0.0453282949150472
0.79451424,-0.5411816,0.5344883022667002,-0.048259743947073
0.75933105,-0.52427524,0.5381238382244414,-0.0529785498950406
0.76532435,-0.5230393,0.5359579342576395,-0.0539524563320687
0.7394306,-0.50090873,0.5367933265003896,-0.0524631233141246
0.76279014,-0.5055486,0.5377439716397727,-0.0534389771173925
0.78884965,-0.5114847,0.5365183701015391,-0.0527472249293224
0.76561975,-0.50383484,0.5364912871693748,-0.0469313419687326
0.7535548,-0.49623913,0.5364170165470238,-0.0437785367908542
0.7590045,-0.49820507,0.5320659576991493,-0.0431288205751774
0.7842426,-0.5004465,0.533104974536997,-0.0396247313121687
0.7949325,-0.5019084,0.534495093972452,-0.0419928232954537
0.7969239,-0.50178295,0.5281019899849694,-0.0376043788350656
0.7960506,-0.50107163,0.5292168483010534,-0.0354480097235502
0.793104,-0.49846333,0.5269333323958026,-0.0271355973853155
0.7824526,-0.49220958,0.5246224185069427,-0.0269912290334156
0.78332937,-0.4909119,0.527123110604141,-0.0280416772902338
0.7851511,-0.48823595,0.5258471604126442,-0.0297894346800737
0.78848606,-0.48862705,0.5278926927737264,-0.0349589172074778
0.79576635,-0.47914332,0.5264022645204036,-0.0334945823462214
0.80475545,-0.4746486,0.5307474172040865,-0.0418148832583704
0.79892856,-0.46115312,0.5319122237937902,-0.0467327551408263
0.7863512,-0.45785138,0.5319318230333097,-0.0451347888100675
0.78397137,-0.45533782,0.5301544919555156,-0.0501147290377379
0.8049902,-0.45407522,0.5286132077066444,-0.0454970723267008
0.82247394,-0.44689152,0.5393202803798516,-0.0532650167123117
0.8213521,-0.43747434,0.5259454800446774,-0.0497775668160437
0.8193201,-0.43150666,0.5382432301875413,-0.052943077435524
0.8185643,-0.42970708,0.5422873604605407,-0.0642170798421538
0.82061386,-0.4315487,0.5462924754131963,-0.0527703571887359
0.8267931,-0.4329023,0.5219487603438989,-0.0626118547448649
0.8380287,-0.43189192,0.5458110193574572,-0.0470375875059531
0.84537345,-0.43289202,0.5569340040285156,-0.0890919501982692
0.84440917,-0.43205968,0.5613807805543957,-0.0897260078719601
0.8383563,-0.42937553,0.5775555171690898,-0.1413468638845259
0.8372017,-0.42908907,0.5961285971605526,-0.1747246127884517
0.84097904,-0.4288372,0.6203661811236741,-0.2230289211203652
0.839088,-0.42859015,0.6399664538361595,-0.261482840146005
0.8419938,-0.4296873,0.6469720939204057,-0.2993753540861034
0.8116675,-0.42687947,0.6662802001980181,-0.3210902243779674
0.8069292,-0.42524907,0.6775551992518736,-0.3326821519689519
0.80290025,-0.4201282,0.6811416012165801,-0.3518314364338895
0.772619,-0.4143285,0.6817789829588348,-0.3500374494104971
0.77394605,-0.41438264,0.6705659877072127,-0.3298107893913882
0.76447964,-0.3959898,0.6666718438277015,-0.3201574178046971
0.76891094,-0.39292702,0.6539216503497213,-0.2894116763718503
0.7742013,-0.39194864,0.6530165709742173,-0.2802189609573194
0.7800184,-0.39539972,0.6282249171400476,-0.2440799006863845
0.77575725,-0.39024326,0.6193359667566573,-0.2210873867425764
0.7681954,-0.38829947,0.5947147831031485,-0.1751466105132111
0.7626901,-0.38604206,0.5752213743861393,-0.1257916781471562
0.75953436,-0.38645563,0.5518902906898484,-0.1120260434575507
0.7618956,-0.3913055,0.5772108503886737,-0.0863553844769677
0.75735766,-0.39248094,0.5561492732372046,-0.115299077659091
0.75035924,-0.39304644,0.5646185894115402,-0.0869643808944615
0.7342996,-0.39092794,0.5657626913762842,-0.1284618978750082
0.7053138,-0.3863441,0.5675432737506677,-0.1325679142022511
0.6997523,-0.3880345,0.5787717352580939,-0.1410417540438605
0.6860549,-0.39099398,0.5813968159803763,-0.1468483346413172
0.6735533,-0.38347992,0.583688652855323,-0.1547811890628186
0.68934286,-0.36173415,0.5937718361155736,-0.155122843170641
0.68700117,-0.31733757,0.594221795866,-0.1530792808423931
0.6485804,-0.27367568,0.5903973153127127,-0.1686870247891173
0.6787171,-0.32156864,0.5927830008849152,-0.1728506710423432
0.68455803,-0.32637236,0.5889753943098762,-0.1709529707456743
0.703049,-0.3688422,0.5973101668655976,-0.171278872889322
0.69900143,-0.3872633,0.5964094718156373,-0.1734413371190341
0.69931537,-0.36041948,0.5984597167403466,-0.1894021500577571
0.7285928,-0.36346933,0.598409354232719,-0.1805056592745339
0.69135356,-0.32309553,0.5950937171911271,-0.1718190512358764
0.7066476,-0.3297323,0.5864935751798632,-0.1596918364297442
0.7412139,-0.33577052,0.5900227022338929,-0.1578849317687199
0.7692421,-0.3371398,0.5848692745758651,-0.1596242721847764
0.77829266,-0.34263268,0.5801767583080532,-0.1419848884821191
0.79694605,-0.34089494,0.5746816461719146,-0.1376228571777309
0.79106057,-0.3389728,0.5538701277779473,-0.1183286879897465
0.7600375,-0.33608165,0.5526755508596409,-0.0979087557650243
0.7542184,-0.33672762,0.5541363324354311,-0.0940268782549963
0.7502913,-0.33767667,0.5602060498140224,-0.0757350357842887
0.7299001,-0.3365088,0.5491288893144027,-0.0673521938383082
0.6767436,-0.31727585,0.5506945478102678,-0.0834022991647618
0.6272308,-0.24525878,0.5530547032182874,-0.0920727914778427
0.56695986,-0.11691176,0.5631522948863324,-0.1312907808372277
0.59930706,-0.17555352,0.5868088342512771,-0.1523541899967341
0.6337692,-0.24812187,0.5918890314692615,-0.1779584762284392
0.6679548,-0.25989795,0.5904758167628195,-0.185060753449527
0.6742147,-0.28120843,0.6155966805238848,-0.2143648820606452
0.68424326,-0.32464564,0.626684020485357,-0.2464314052554416
0.6884096,-0.34057885,0.6204033783827493,-0.2470015143287479
0.661003,-0.33737627,0.6419361014054579,-0.2651748267616131
0.6770372,-0.34431574,0.6457692574918268,-0.2806384613581103
0.68610656,-0.3514068,0.6446960849562868,-0.2972405624485293
0.6976818,-0.36029723,0.6635685702012533,-0.3116078681058597
0.70482993,-0.3603646,0.6736283245293101,-0.3294911621977036
0.70597637,-0.3565179,0.6722302242719427,-0.3276989910122703
0.70564514,-0.32791257,0.67486647256861,-0.336939525816969
0.6954714,-0.30867818,0.6669993386285548,-0.3259605409705354
0.696474,-0.3261673,0.6733552026834322,-0.3216480554006177
0.69764274,-0.33284613,0.6710466240798605,-0.3398368308900211
0.6979629,-0.3401348,0.6665873159802225,-0.31994089580979
0.6982153,-0.34498283,0.6558473882024818,-0.3171883527125566
0.6976245,-0.3469665,0.6673371419006866,-0.3151575036653107
0.6756505,-0.35030657,0.6521719521946876,-0.2926172472696177
0.675735,-0.35059923,0.6506968512948851,-0.3008926387225813
0.6577145,-0.34887615,0.6459333989544913,-0.2773416814462919
0.65741825,-0.3471984,0.6494114432661254,-0.2751157898267938
0.66072553,-0.34804896,0.6391151225865765,-0.2606256667854186
0.6741225,-0.3483322,0.6266436918230107,-0.2353853230708729
0.6769172,-0.35130754,0.6142183707659354,-0.2226227782019592
0.6778898,-0.35516202,0.6166499364423592,-0.2189791880526046
0.6797992,-0.35782185,0.6222632116857847,-0.2190044996248874
0.68916106,-0.37931094,0.6165057315472711,-0.2172296061646526
0.69441265,-0.38607574,0.6173531588466473,-0.2301103997012461
0.66557944,-0.383248,0.6227814616897875,-0.2350863593390177
0.6719777,-0.39242375,0.6241398727509666,-0.2368765817349869
0.66303,-0.39031965,0.6128603814589998,-0.2329481349739342
0.6600055,-0.3893603,0.6291292508616521,-0.240229123108863
0.6494105,-0.37852135,0.6300751669360182,-0.2610485950854344
0.6321991,-0.2958529,0.636267273703688,-0.2674573497063263
0.6301175,-0.30640104,0.6394252008164836,-0.2879942559305732
0.6311272,-0.31268382,0.6514111565953812,-0.2932088292192221
0.63221693,-0.34074548,0.6508829285353518,-0.2937456713113345
0.6327455,-0.36024845,0.6551219534484921,-0.2908351838296004
0.63227135,-0.360145,0.6375140349060696,-0.2673531030376049
0.6329308,-0.36232516,0.6485982610784885,-0.2792341303634197
0.66177666,-0.36240268,0.64257567482364,-0.2724102698032503
0.6676074,-0.36097562,0.6397562209428113,-0.2717670700922927
0.65638,-0.3604418,0.6218549826123351,-0.2479475911290861
0.6481566,-0.35996905,0.6103164401865845,-0.2246365044284467
0.6434931,-0.36050302,0.6131175353284923,-0.2211691794258478
0.6390802,-0.35967243,0.605980791124956,-0.2047773289817779
0.6389011,-0.35907677,0.5841708279329486,-0.1666504910913626
0.63853925,-0.356993,0.580861594471515,-0.1540823933008917
0.6354171,-0.3551953,0.5738754053280326,-0.1341056604659955
0.6357103,-0.35555166,0.5591604612766661,-0.0960416025644625
0.665057,-0.36641917,0.5456005102826222,-0.080121540130415
0.69023204,-0.3883624,0.5362068727347833,-0.0641732241454261
0.6991875,-0.3957385,0.5404294432837198,-0.0563405398606093
0.71697503,-0.38917527,0.530164125111477,-0.0578156557681701
0.7501468,-0.4015222,0.5293848305518036,-0.0425946664262002
0.73631823,-0.40171424,0.538059637997551,-0.051209096119064
0.69567925,-0.33746418,0.5317665282011375,-0.0457041314376334
0.67327374,-0.33157632,0.5265316706259506,-0.0365322218249994
0.68191457,-0.33626848,0.5276314492918202,-0.0303253070897836
0.6787387,-0.37900567,0.5145773624853871,-0.0170095549607564
0.66181964,-0.40091297,0.5166698424826051,-0.0253904770446734
0.65113145,-0.4235411,0.5192499601107332,-0.01951031507462
0.65202457,-0.43906242,0.5176602435045307,-0.0213174368368855
0.6557114,-0.43897495,0.5127197328780757,-0.0180277141284518
0.66011965,-0.43402883,0.5167430793303771,-0.0161157927099642
0.66927415,-0.43087247,0.5156773249319441,-0.0123501019737263
0.71539026,-0.42823756,0.5152296790908362,-0.010400733796495
0.7635715,-0.4287477,0.5086027778439284,-0.0073275923871243
0.8046026,-0.42821655,0.5110955729732722,-0.0035779170833328
0.829666,-0.43030113,0.5116317863309505,-0.0078188158498359
0.8505169,-0.4322509,0.5090689156443611,-0.0067204445078734
0.854905,-0.43296242,0.5089957273368229,-0.0068283933639545
0.8544094,-0.43902567,0.5110519084906054,-0.0045930040251588
0.8668658,-0.44612098,0.5123589664607697,-0.00883938445354
0.87311536,-0.45223862,0.5129022578815028,-0.005980972212274
0.8773082,-0.4552742,0.5109896187870305,-0.0061294233884357
0.879275,-0.45906377,0.5119036109178267,-0.00634092316098
0.8971009,-0.46740475,0.5089552678838846,-0.0059058083937634
0.91088694,-0.47963518,0.5115398125169165,-0.0055486115952428
0.9083123,-0.47879437,0.511091766377681,-0.0050539566989191
0.8970215,-0.47808537,0.5101698619984086,-0.0022901176929198
0.89136434,-0.4777286,0.5099718237561929,-0.0024400504823807
0.8990032,-0.47820574,0.5116072389593962,-0.0050098392943541
0.90592027,-0.48171422,0.5120262376383912,-0.0061047921612159
0.903518,-0.48128933,0.5111275051548275,-0.0061452357990961
0.8812609,-0.47645232,0.5137334335740543,-0.0075837207351452
0.8821159,-0.4759136,0.5129502933918786,-0.0102293799120962
0.90300196,-0.48637736,0.5130721711810836,-0.0113510162080395
0.89444315,-0.48576584,0.5117784911033189,-0.0122556966163169
0.90979975,-0.48523912,0.5160143575051642,-0.0107924417892244
0.9206167,-0.48797235,0.513334786957592,-0.0106562170454533
0.9174998,-0.4877251,0.5149536808430588,-0.0107885081491921
0.9107815,-0.48607656,0.5138076928735449,-0.0121717040493867
0.9015116,-0.48434094,0.516710403595077,-0.0114259489917891
0.89676785,-0.4843781,0.5152882789016235,-0.0098978989978173
0.89330566,-0.48463607,0.5124633419304981,-0.0092011844695149
0.89344746,-0.4885933,0.5150249589305562,-0.0141439562469425
0.89605194,-0.49254578,0.5102506403963769,-0.01121024613646
0.8944807,-0.4924906,0.5140959522572772,-0.0139538297044669
0.8872964,-0.49082595,0.514040479407142,-0.0134600484411311
0.89063424,-0.49024191,0.5184236471483986,-0.0161222992799454
0.8927202,-0.49005476,0.5187790566548254,-0.0193139763208261
0.9033308,-0.49007425,0.5181547271931343,-0.0219725620652839
0.9090731,-0.49170417,0.5205002922413055,-0.0272933117690616
