patient,exercise,rep,step_index,step_name,chosen_overlay_keys,mae_Right_Shoulder,mae_Left_Shoulder,mae_Right_Elbow,mae_Left_Elbow,mae_Right_Wrist,mae_Left_Wrist
TOLFB17,DeepBreathing,1,1,DeepBreathing_S1,,0.04706869086923406,0.014633198104180463,0.046419063241791826,0.06370761047916665,0.1767706676147036,0.18433268023522034
TOLFB17,DeepBreathing,1,2,DeepBreathing_S2,LWrist,0.05833560865196666,0.03425411811786667,0.05444144144786664,0.06085549546628964,0.19558168402579998,0.2121854817877333
TOLFB17,DeepBreathing,1,3,DeepBreathing_S3,,0.06957936994906666,0.033202627369533305,0.09006100008941671,0.04853549138930312,0.17052569064883333,0.16393092762016664
TOLFB17,DeepBreathing,1,4,DeepBreathing_S4,,0.053522663182066665,0.016754292235966636,0.08823345146000668,0.05467058264985364,0.1525806102722333,0.17258478055769993
TOLFB17,DeepBreathing,2,1,DeepBreathing_S1,,0.052686104634912634,0.023044041482392447,0.07901503466561494,0.07038823734421705,0.11344128774304435,0.14014649634438842
TOLFB17,DeepBreathing,2,2,DeepBreathing_S2,,0.052054732093799995,0.020012751580366635,0.08006063111726672,0.05663213375962477,0.18434089208896665,0.14839154741583327
TOLFB17,DeepBreathing,2,3,DeepBreathing_S3,,0.04655413254969999,0.01491004629673331,0.09078359462617003,0.029185056968041967,0.1582703367971,0.1447014444509
TOLFB17,DeepBreathing,2,4,DeepBreathing_S4,LWrist+RWrist,0.03851220453263334,0.016328644071033332,0.07749417513483241,0.07111824203490195,0.2546868707174058,0.25704539522870484
