patient,exercise,rep,step_index,step_name,chosen_overlay_keys,mae_Right_Shoulder,mae_Left_Shoulder,mae_Right_Elbow,mae_Left_Elbow,mae_Right_Wrist,mae_Left_Wrist
TOLFB10,DeepBreathing,1,1,DeepBreathing_S1,,0.09210675224981847,0.029250708556549238,0.0568637886860902,0.03322620551942278,0.038772003604289104,0.0397622464769233
TOLFB10,DeepBreathing,1,2,DeepBreathing_S2,,0.07590984799646666,0.028601534381399972,0.05766724217760998,0.03850581693633398,0.06899476984850997,0.08695429728143332
TOLFB10,DeepBreathing,1,3,DeepBreathing_S3,RWrist,0.0627575271047,0.028856083503333314,0.04263651959969367,0.06493725178777995,0.2848989506725357,0.1623447723863533
TOLFB10,DeepBreathing,1,4,DeepBreathing_S4,RWrist,0.05442971376040001,0.016779455753733304,0.0540462071523733,0.05905023450343332,0.30429586529216757,0.16133983457747333
TOLFB10,DeepBreathing,2,1,DeepBreathing_S1,LWrist+RWrist,0.051266977545060474,0.018802993148353465,0.0676767491094872,0.06502713067711019,0.2997215837047621,0.20053239140391763
TOLFB10,DeepBreathing,2,2,DeepBreathing_S2,RWrist,0.05755046004683334,0.01966360243883332,0.04518378193396865,0.06428941302050664,0.31006876088009994,0.15537652649821
TOLFB10,DeepBreathing,2,3,DeepBreathing_S3,LWrist+RWrist,0.06079236822786667,0.028412521435733293,0.04388403041752998,0.06758972056680662,0.39586876515665864,0.29479789939725964
TOLFB10,DeepBreathing,2,4,DeepBreathing_S4,RWrist,0.06625690327192993,0.02839727764508053,0.06567232802562348,0.08832525000887664,0.20257607949151196,0.1832137287223533
