Left_Elbow_X,Left_Elbow_Y,BICEPS_NonAffected_upper,BICEPS_NonAffected_lower
1.666014,-0.057148818,0.9705209508918704,0.0102355668775853
1.6410849,-0.0645484,0.9714520875244552,0.003836192552551
1.6091784,-0.06874231,0.968817438074872,-0.0018450314069684
1.5991398,-0.069899745,0.969030286943213,-0.0068081050009729
1.5884441,-0.06972705,0.9650171387369736,-0.0108779446627046
1.5672816,-0.07064118,0.9710840007334036,-0.0145011683193497
1.5245631,-0.07652608,0.9717726002332836,-0.0173957120478521
1.5028054,-0.07292523,0.9674573304912588,-0.0195615758482118
1.484014,-0.07159475,0.983126608403261,-0.0209987597204287
1.4537508,-0.06598837,0.9788564384024524,-0.0217072636645029
1.4206054,-0.05413837,0.9739340110117938,-0.0216870876804344
1.3833773,-0.03861985,0.9701819479935068,-0.0209382317682232
1.3349104,-0.028996866,0.9717090795578808,-0.0194606959278693
1.2869209,-0.025373634,0.9740060448879324,-0.0172544801593726
1.2650657,-0.02639247,0.9723636185541762,-0.0143195844627332
1.2418464,-0.025231486,0.9731856869356148,-0.0106560088379511
1.2211045,-0.025516557,0.9744302646136797,-0.0062637532850263
1.215935,-0.021846825,0.9673789529919342,-0.0011428178039587
1.226929,-0.025685236,0.9725987919281468,0.0047067976052514
1.2336302,-0.028803969,0.9735190887932412,0.0112850929426044
1.2347856,-0.03186868,0.9724157925786744,-0.000104581616636
1.2397679,-0.033696536,0.9714141573814932,-3.255940826200139e-05
1.2445813,-0.035040982,0.9763373973450958,4.999236273980974e-05
1.240173,-0.04085948,0.9775756588852604,0.0001430736963694
1.2219263,-0.038921025,0.9758015072233012,0.011373271167741
1.2118584,-0.036816336,0.9711199694150368,0.0040451960512126
1.215494,-0.037342094,0.9696270426024975,-0.0024554949690265
1.2158561,-0.04020425,0.9745788889435496,-0.0048716873212741
1.2157602,-0.0399266,0.9758517804167912,-0.0116116615977115
1.2062995,-0.04155417,0.9728343712017428,-0.0173149395438849
1.2033983,-0.044374634,0.9740936190403404,-0.0219815211597943
1.2048845,-0.045325927,0.973975196968908,-0.0256114064454398
1.2047195,-0.04566704,0.9748255154034596,-0.0276264636128764
1.2055918,-0.046250314,0.9706921080736892,-0.0295025596335076
1.2140534,-0.046494108,0.9757737792140382,-0.0303070398209374
1.2213622,-0.047231935,0.9722686880407267,-0.0274254259825125
1.2243326,-0.047911327,0.9709292440059047,-0.0275035001129174
1.2296752,-0.04678985,0.9722904797811536,-0.026355874152496
1.2327445,-0.045982163,0.974404747357735,-0.0149396322158914
1.2352794,-0.04512843,0.970446785016419,-0.0162764344895993
1.2392284,-0.043563146,0.969573962273388,-0.0158498454247661
1.2416985,-0.042355306,0.9651867119513348,0.0316983129910093
1.2434669,-0.04192888,0.9675352188759262,0.0109734568558565
1.2435944,-0.042704858,0.9675226795600896,-0.0053016659998976
1.2447815,-0.04374747,0.9710634390000632,-0.0391418027083693
1.2464067,-0.044592917,0.9735738557921916,-0.0557370658145813
1.2492507,-0.044774354,0.9739833982043488,-0.0687099797376838
