Right_Shoulder_X,Right_Shoulder_Y,DELTOID_Affected_upper,DELTOID_Affected_lower
-0.44444713,-0.51089877,0.0065940613924422,-0.0243932045469677
-0.44215304,-0.50728387,0.0060062571044124,-0.0239442041834541
-0.4450983,-0.50490725,0.0055413149647233,-0.0235793829532017
-0.4513046,-0.5045417,0.0051961278777513,-0.0232991873833269
-0.46712422,-0.5020871,0.0049513137734152,-0.0230911453879154
-0.47866723,-0.501226,0.0047983006545672,-0.0229515294912117
-0.4862071,-0.5017187,0.0047248898406804,-0.0228739089807406
-0.48827586,-0.5022117,0.0047171347871354,-0.0228498632717756
-0.49178332,-0.5007738,0.0047635594903468,-0.0228735366279
-0.49280778,-0.4930287,0.004850547525009,-0.022937188126614
-0.49408558,-0.48659268,0.0049576785153577,-0.0230181338256627
-0.49462828,-0.4852199,0.0048054458331608,-0.0228715515216993
-0.4945625,-0.48334882,0.0047947900100195,-0.0236111864452066
-0.49514285,-0.48337832,0.0048101214876595,-0.0235629081272803
-0.4942664,-0.4838955,0.0054548477775914,-0.0225307919514739
-0.4951965,-0.48405176,0.0052439961156982,-0.0234961711851228
-0.495302,-0.48413345,0.0054118514467041,-0.0230628184301812
-0.49596834,-0.48439246,0.0060991507052788,-0.0239908955361413
-0.4958667,-0.48455378,0.0066924925962085,-0.0249160310933659
-0.49587303,-0.4847289,0.0069171646954898,-0.024833850855099
-0.4966352,-0.48441282,0.0067344273889602,-0.0262132829400858
-0.49734777,-0.48460856,0.0066973269254157,-0.0246932685581472
-0.49923766,-0.48550835,0.0066882397531205,-0.0250909213531666
-0.500518,-0.4863583,0.0067556735225864,-0.0245768780303028
-0.50121653,-0.487321,0.0063626245428829,-0.0249339169148299
-0.50346327,-0.48810562,0.0061762693280945,-0.0239889498936211
-0.5067322,-0.48838535,0.0056198744989077,-0.0241259445212721
-0.508743,-0.4886315,0.0054342503634487,-0.0241404371000624
-0.51049733,-0.48936325,0.0056603303613818,-0.0240927901006014
-0.5107465,-0.49000835,0.0051143131744307,-0.024309929223011
-0.51142436,-0.49053603,0.0046786357340107,-0.0229332921836158
-0.5120197,-0.49102086,0.0044600305105232,-0.0225043748343636
-0.5125241,-0.49159575,0.0042823967854214,-0.0220984730827492
-0.5132157,-0.4922068,0.0045110714653283,-0.0224261985856075
-0.5137072,-0.49271417,0.0043071907151362,-0.0228947775762478
-0.5141037,-0.49294588,0.0042958436520316,-0.0219165759328658
-0.51414067,-0.49292615,0.0047121300342419,-0.0232670598435236
-0.51437175,-0.49301654,0.0045841260515276,-0.0220139623349093
-0.5144775,-0.4930676,0.0041078215380059,-0.022853169134814
-0.5145069,-0.49306428,0.0040323030424225,-0.0220064411759039
-0.514227,-0.49333027,0.0038382636516442,-0.0213691032700843
-0.5140129,-0.4941443,0.0046072796139017,-0.0223693472496608
-0.51212764,-0.49457037,0.0047570260921641,-0.0228182509802531
-0.5111667,-0.49456418,0.0045669421276107,-0.0234289938920756
-0.5105007,-0.49427032,0.0047995690775275,-0.0228783781812676
