Right_Wrist_X,Right_Wrist_Y,FOREARM_Affected_upper,FOREARM_Affected_lower
-0.6714064,0.5477665,0.6839596445762108,-0.1890406511023806
-0.6555598,0.5421143,0.5992148754742402,-0.1758995953124505
-0.6537285,0.53548074,0.5316576008626024,-0.1639167883731445
-0.6521686,0.5197119,0.4796764605767455,-0.153148081595297
-0.6565013,0.517153,0.4416600944521172,-0.1436493262897426
-0.66049016,0.516547,0.4159971423241656,-0.1354763737673158
-0.66029996,0.51315755,0.4010762440283387,-0.1286850753388512
-0.6616223,0.5090697,0.395286039400084,-0.1233312823151834
-0.6634468,0.5068779,0.3970151682748499,-0.1194708460071469
-0.6640602,0.50633144,0.4047618062300023,-0.1171432124764851
-0.6657026,0.50629914,0.4167333713530161,-0.1164547966684371
-0.6670566,0.5070636,0.4307114290839069,-0.1178835871961479
-0.66813135,0.5076181,0.4325074885676931,-0.1193955214856666
-0.6690027,0.5078554,0.4470969522307487,-0.1204147580304715
-0.6692157,0.5078958,0.434356749622402,-0.1558027807372093
-0.6693317,0.5076674,0.4737699063977456,-0.1540384855221656
-0.6678555,0.50851125,0.4651123417869864,-0.1656008622226562
-0.6653163,0.5124007,0.4519032940942498,-0.1772402975698341
-0.6631773,0.5135633,0.4729554694222272,-0.1718496677809689
-0.66089725,0.51560247,0.4665342330017606,-0.177484285894685
-0.6602798,0.51986444,0.4651378157634562,-0.1625984003757899
-0.6598021,0.5220449,0.4380156485281544,-0.1470940632083678
-0.6590343,0.5224618,0.4341511150417379,-0.1674510951800117
-0.6594276,0.5239607,0.4520958407285625,-0.1721970307050225
-0.66192114,0.523551,0.4795166573681093,-0.1731196839952669
-0.66191375,0.52254355,0.4910963011724813,-0.1952020711426728
-0.66062146,0.52102005,0.4799399068153164,-0.2185020069684582
-0.6605219,0.5198392,0.4873150635189064,-0.2198387038418867
-0.66039956,0.51877,0.505031036491361,-0.2162520880998647
-0.66052175,0.5188111,0.5272624086291312,-0.2066908339347075
-0.6606693,0.51914185,0.5314687837532238,-0.2151744311673014
-0.66053593,0.51621425,0.498708050018654,-0.2118802896614429
-0.6605118,0.5138492,0.5190589039257578,-0.2359541086281954
-0.662871,0.5150253,0.5269769455758326,-0.2645347371225242
-0.6634552,0.521427,0.5365534605577057,-0.2885298772028772
-0.66385925,0.52380145,0.5376479259867262,-0.2976026646448149
-0.6651476,0.522441,0.5493886597268322,-0.3010620585739672
-0.6689601,0.52094376,0.5392937896860976,-0.3059723410709555
-0.6688732,0.5195873,0.5324598469525208,-0.2989698999061554
-0.6721705,0.51872075,0.5436038567946262,-0.28686600802623
-0.67340446,0.5147047,0.5100632906884682,-0.2693649608626756
-0.6739851,0.51385427,0.5003180003295062,-0.2034251715069532
-0.6723084,0.51271963,0.4644785280998874,-0.1983569502387487
-0.6690949,0.5098653,0.4758423647689661,-0.2286352503375888
-0.6654062,0.50989014,0.5017821546001466,-0.2008852830836482
-0.66174114,0.51310116,0.4642761842654209,-0.1830942489154295
-0.6608024,0.51305187,0.4603854979540053,-0.1837471441637389
-0.6599771,0.5130849,0.4455670153699664,-0.1725533923082443
-0.6636146,0.5149427,0.4704856449228061,-0.1641514979207299
-0.6629227,0.51459277,0.5073822149042241,-0.1193455576363198
-0.6619961,0.51453394,0.4675746721438888,-0.1559995782325935
-0.65906435,0.5172951,0.4669936705224454,-0.142810713619485
-0.65194863,0.51667225,0.4353323467047988,-0.1903627062295667
-0.63761896,0.5173738,0.4770425613395992,-0.189670032204201
-0.6290053,0.51676106,0.4845077511562931,-0.185057107732186
-0.60123444,0.5061683,0.4709483837559393,-0.1989962060514297
-0.59003794,0.5026788,0.4728906370362301,-0.1761235905567056
-0.5541173,0.5024378,0.4864392924378201,-0.1878490883682723
-0.53103334,0.48796633,0.4730668674599334,-0.1823320326953541
-0.4924491,0.48311388,0.4837543825740387,-0.1777238366030105
-0.4726985,0.47164682,0.4839830239615113,-0.1778864445083791
-0.43070996,0.4541887,0.486268669715063,-0.1945059280818267
-0.40096632,0.42723763,0.4694196985503232,-0.208542045512446
-0.38371783,0.41077054,0.5038565923858966,-0.2190153158589249
-0.3532841,0.40016115,0.4839622916397092,-0.2396260064102572
-0.31074437,0.3924442,0.5150375744158707,-0.2249358346479499
-0.31891587,0.33654895,0.5123450977616988,-0.2558683469201638
-0.2856692,0.31416366,0.5428201569610773,-0.2768565648600777
-0.2975635,0.2739321,0.5588146196117528,-0.3003783651555947
